時間戳記,標題內容(如：商品名稱或網站名稱),網站網址,說明此網站或商品的特徵,上傳你的畫面
2018/6/18 下午 5:34:23,華歌爾安心free內衣,http://sjvskw.top/,打著華歌爾正品代購名義，低價促銷，實際上為仿品！,https://drive.google.com/uc?export=download&id=1FLZoqafTtHR8YLCB9JwGzUli7znPd8Mu
